row,customer_id,name,matched_master_id,match_status,match_rule
510,C00754,Nidra Bera,C00754,partial_match,customer_id
511,,Ganga Bhatti,C02332,partial_match,name_city
512,N00040,Chanakya Sen,,new_entity,no_candidate
513,C00730,Gagan Memon,C00730,partial_match,customer_id
514,,,C01042,partial_match,email
515,C00725,Dayamai Mani,C00725,complete_match,customer_id
516,C01157,Noah Andra,C01157,partial_match,customer_id
517,,Chandran Venkataraman,,incomplete_match,no_candidate
518,C00438,Megha Sekhon,C00438,conflicting,customer_id
519,,Ryan Chaudhry,,incomplete_match,no_candidate
520,N00351,Sai Kuruvilla,,new_entity,no_candidate
521,N00184,Yoshita Sathe,,new_entity,no_candidate
522,,,,incomplete_match,no_candidate
523,N00245,Avi Badal,,new_entity,no_candidate
524,C00738,Barkha Hans,C00738,conflicting,customer_id
525,C02708,Aarna Iyengar,C02708,partial_match,customer_id
526,C01752,Wyatt Khare,C01752,complete_match,customer_id
527,,,,incomplete_match,no_candidate
528,,TRISTAN SANKAR,C01581,partial_match,phone
529,C00717,Jagvi Swamy,C00717,complete_match,customer_id
530,N00364,Vincent Behl,,new_entity,no_candidate
531,C00540,Falguni Balakrishnan,C00540,partial_match,customer_id
532,N00057,Fiyaz Soman,,new_entity,no_candidate
533,C02487,Balveer Sharma,C02487,conflicting,customer_id
534,C00159,Anthony Jayaraman,C00159,partial_match,customer_id
535,C02696,Xiti Manne,C02696,partial_match,customer_id
536,,Madhav Vora,C02748,partial_match,name_city
537,C01937,Tanmayi Gokhale,C01937,conflicting,customer_id
538,C00089,Amara Randhawa,C00089,complete_match,customer_id
539,C00724,Riya Pathak,C00724,partial_match,customer_id
540,C00148,Tanvi Balasubramanian,C00148,partial_match,customer_id
541,N00038,Jagrati Rana,,new_entity,no_candidate
542,N00254,Dhruv Parmer,,new_entity,no_candidate
543,,Eshana Kakar,,incomplete_match,no_candidate
544,C01177,Tarak Bumb,C01177,complete_match,customer_id
545,C02224,Lohit Mani,C02224,partial_match,customer_id
546,C02521,Watika Thakur,C02521,conflicting,customer_id
547,C00974,Shravya Raja,C00974,partial_match,customer_id
548,N00074,Balvan Nadkarni,,new_entity,no_candidate
549,C01901,Bina Sagar,C01901,conflicting,customer_id
550,,Barkha Dasgupta,C00742,partial_match,name_city
551,N00046,Anjali Sarin,,new_entity,no_candidate
552,C01026,Maya Grewal,C01026,partial_match,customer_id
553,N00282,Idika Sanghvi,,new_entity,no_candidate
554,C01637,Pranit Padmanabhan,C01637,partial_match,customer_id
555,C01215,Bahadurjit Ram,C01215,partial_match,customer_id
556,C02028,Ekantika Sanghvi,C02028,partial_match,customer_id
557,,Ranbir Chanda,C00052,partial_match,name_city
558,C02500,Chatura Nazareth,C02500,partial_match,customer_id
559,C01776,Sanya Krishnan,C01776,partial_match,customer_id
560,C00167,Adweta Soni,C00167,partial_match,customer_id
561,,,,incomplete_match,no_candidate
562,,,C00309,partial_match,email
563,C00059,Mahika Chander,C00059,partial_match,customer_id
564,N00090,Kamya Dayal,,new_entity,no_candidate
565,C01279,Lakshit Char,C01279,complete_match,customer_id
566,N00244,Banjeet Rana,,new_entity,no_candidate
567,C01901,Sanya Warrior,C01901,complete_match,customer_id
568,N00224,Ladli Kohli,,new_entity,no_candidate
569,C02598,Girik Lad,C02598,conflicting,customer_id
570,C00028,Pranit Mangat,C00028,complete_match,customer_id
571,C00417,Vedhika Mand,C00417,partial_match,customer_id
572,C00059,Mahika Chander,C00059,conflicting,customer_id
573,C02597,Rajata Bala,C02597,partial_match,customer_id
574,,AGASTYA LALA,C01780,partial_match,phone
575,C02277,Reyansh Pandya,C02277,conflicting,customer_id
576,N00067,Chakradhar Randhawa,,new_entity,no_candidate
577,C01178,Upkaar Chakrabarti,C01178,partial_match,customer_id
578,N00313,Chaaya Ghosh,,new_entity,no_candidate
579,C00253,Lajita Gupta,C00253,partial_match,customer_id
580,C00166,Zehaan Thaker,C00166,complete_match,customer_id
581,,Hamsini Brahmbhatt,,incomplete_match,no_candidate
582,C01764,Warda Jaggi,C01764,complete_match,customer_id
583,C02572,Libni Wali,C02572,conflicting,customer_id
584,C02944,Nidhi Jhaveri,C02944,complete_match,customer_id
585,C00308,Qabil Samra,C00308,conflicting,customer_id
586,C01396,Hemani Thakur,C01396,partial_match,customer_id
587,C01532,Chandresh Desai,C01532,conflicting,customer_id
588,N00293,Damyanti Vig,,new_entity,no_candidate
589,C00313,Ubika Narula,C00313,conflicting,customer_id
590,C01067,Om Kunda,C01067,complete_match,customer_id
591,,,,incomplete_match,no_candidate
592,C00580,Christopher Varkey,C00580,partial_match,customer_id
593,C02545,Amara Balay,C02545,partial_match,customer_id
594,C02480,Warda Kanda,C02480,conflicting,customer_id
595,C00073,Caleb Chaudhary,C00073,conflicting,customer_id
596,C00794,Girindra Gupta,C00794,conflicting,customer_id
597,C01730,Januja Ramanathan,C01730,complete_match,customer_id
598,,Wakeeta Aurora,C01642,partial_match,name_city
599,C02666,Omkaar Salvi,C02666,partial_match,customer_id
600,C02925,Robert Soni,C02925,partial_match,customer_id
601,C02784,Zaid Parekh,C02784,partial_match,customer_id
602,C00063,Amaira Sangha,C00063,complete_match,customer_id
603,C02415,Max Sangha,C02415,partial_match,customer_id
604,C02866,Eshana Parsa,C02866,partial_match,customer_id
605,C00972,Utkarsh Keer,C00972,partial_match,customer_id
606,C02833,Jai Mall,C02833,complete_match,customer_id
607,,JOSHUA KALLA,C02808,partial_match,phone
608,C01261,Yashoda Shenoy,C01261,complete_match,customer_id
609,N00023,Naksh Bhalla,,new_entity,no_candidate
610,C00564,Chatura Kade,C00564,conflicting,customer_id
611,C00232,Maanav Ray,C00232,complete_match,customer_id
612,,,,incomplete_match,no_candidate
613,C00801,Rehaan Sachar,C00801,partial_match,customer_id
614,N00051,Ranbir Mutti,,new_entity,no_candidate
615,,Siya Chacko,,incomplete_match,no_candidate
616,,Bishakha Shetty,C00013,partial_match,name_city
617,C01649,Inaya Pandey,C01649,complete_match,customer_id
618,C00885,Wahab Palla,C00885,complete_match,customer_id
619,C00008,Yug Madan,C00008,complete_match,customer_id
620,,JASMIT WARRIOR,C00480,partial_match,phone
621,C02988,Qarin Loke,C02988,complete_match,customer_id
622,C01628,Mahika Banik,C01628,conflicting,customer_id
623,C02087,Kabir Tank,C02087,conflicting,customer_id
624,N00030,Manbir Chawla,,new_entity,no_candidate
625,C02147,Mason Dugar,C02147,conflicting,customer_id
626,C01221,Bhavya Toor,C01221,conflicting,customer_id
627,,,,incomplete_match,no_candidate
628,N00137,Jatin Acharya,,new_entity,no_candidate
629,C01772,Triveni Jaggi,C01772,complete_match,customer_id
630,C00966,Laksh Puri,C00966,partial_match,customer_id
631,C00298,Anya Shah,C00298,conflicting,customer_id
632,C01020,Jeevika Dua,C01020,partial_match,customer_id
633,N00086,Vansha Kurian,,new_entity,no_candidate
634,C00338,Jalsa Vasa,C00338,conflicting,customer_id
635,C00915,Yatan Kaur,C00915,conflicting,customer_id
636,C00484,Aryan Hegde,C00484,conflicting,customer_id
637,C02446,William Lad,C02446,complete_match,customer_id
638,C02171,Tanish Sachdeva,C02171,conflicting,customer_id
639,,Dakshesh Prabhakar,,incomplete_match,no_candidate
640,C01407,Omkaar Narasimhan,C01407,complete_match,customer_id
641,C00683,Udyati Luthra,C00683,complete_match,customer_id
642,,MEGHANA YADAV,C02511,partial_match,phone
643,C02392,Naveen Agarwal,C02392,partial_match,customer_id
644,N00289,Forum Rastogi,,new_entity,no_candidate
645,C01001,Charan Nagi,C01001,complete_match,customer_id
646,,,,incomplete_match,no_candidate
647,C00739,Devika Saxena,C00739,complete_match,customer_id
648,,yashawini shere,C02519,partial_match,email
649,N00187,Laban Malhotra,,new_entity,no_candidate
650,,jeremiah mukhopadhyay,C01129,partial_match,email
651,C00167,Adweta Soni,C00167,complete_match,customer_id
652,,Kala Samra,C01935,partial_match,name_city
653,C02335,Nidra Dua,C02335,complete_match,customer_id
654,C02702,Henry Pandey,C02702,conflicting,customer_id
655,C02444,Shaurya Bhatti,C02444,conflicting,customer_id
656,C02435,Vrishti Trivedi,C02435,complete_match,customer_id
657,C02782,Nitara Srivastava,C02782,complete_match,customer_id
658,,,C01809,partial_match,email
659,C00087,Patrick Dube,C00087,complete_match,customer_id
660,,Anika Handa,,incomplete_match,no_candidate
661,N00373,Eiravati Sem,,new_entity,no_candidate
662,N00390,Vinaya Wadhwa,,new_entity,no_candidate
663,C02730,Chavvi Chakrabarti,C02730,conflicting,customer_id
664,C02267,William Pal,C02267,complete_match,customer_id
665,C02108,Zayyan Sami,C02108,complete_match,customer_id
666,,Peter Jha,,incomplete_match,no_candidate
667,N00124,Zayan Bedi,,new_entity,no_candidate
668,C00108,Sanya Nagar,C00108,conflicting,customer_id
669,C02647,Oscar Lalla,C02647,complete_match,customer_id
670,N00368,Vinaya Keer,,new_entity,no_candidate
671,C00316,Nihal Chopra,C00316,complete_match,customer_id
672,,MAX SANE,C00770,partial_match,phone
673,C01233,Quincy Khare,C01233,partial_match,customer_id
674,C00801,Rehaan Sachar,C00801,complete_match,customer_id
675,,Manan Kale,C02983,partial_match,name_city
676,,Aradhana Dave,C01766,partial_match,name_city
677,N00134,Anamika Lala,,new_entity,no_candidate
678,,ekaraj sami,C02527,partial_match,email
679,N00012,Ekani Kara,,new_entity,no_candidate
680,,,C02683,partial_match,email
681,,Nidhi Zachariah,C01423,partial_match,name_city
682,N00399,Eshana Bir,,new_entity,no_candidate
683,C00306,Vinaya Sawhney,C00306,partial_match,customer_id
684,C00121,Ekantika Chowdhury,C00121,complete_match,customer_id
685,,Utkarsh Badal,,incomplete_match,no_candidate
686,C01115,Nisha Sathe,C01115,partial_match,customer_id
687,C01811,Anjali Patel,C01811,partial_match,customer_id
688,C00779,Ekta Deshpande,C00779,complete_match,customer_id
689,C00510,Mitesh Wason,C00510,complete_match,customer_id
690,,Gaurangi Jhaveri,C02276,partial_match,name_city
691,,Amara Balay,C02545,partial_match,name_city
692,N00179,Yadavi Khanna,,new_entity,no_candidate
693,C00248,Ishanvi Mishra,C00248,partial_match,customer_id
694,C02114,Arya Borde,C02114,conflicting,customer_id
695,C02636,Wazir Sachdev,C02636,partial_match,customer_id
696,C02908,Utkarsh Kapoor,C02908,complete_match,customer_id
697,C00983,Jasmit Doshi,C00983,partial_match,customer_id
698,N00220,Timothy Randhawa,,new_entity,no_candidate
699,C02962,Deepa Sodhi,C02962,complete_match,customer_id
700,C02307,Ikshita Narayan,C02307,partial_match,customer_id
701,N00334,Nilima Chander,,new_entity,no_candidate
702,,CHAMPAK PALLA,C01097,partial_match,phone
703,C01692,Ladli Mangal,C01692,partial_match,customer_id
704,C01859,Ranveer Bhatti,C01859,partial_match,customer_id
705,C00743,Ekantika Narayanan,C00743,conflicting,customer_id
706,,,C01806,partial_match,email
707,,,,incomplete_match,no_candidate
708,C01345,Sarthak Murthy,C01345,partial_match,customer_id
709,C02073,Rohan Desai,C02073,complete_match,customer_id
710,C01424,Arin Raval,C01424,partial_match,customer_id
711,C01228,Dhriti Dey,C01228,partial_match,customer_id
712,C00057,Mitali Ramaswamy,C00057,conflicting,customer_id
713,C01991,Aishani Ahluwalia,C01991,complete_match,customer_id
714,N00355,Shivansh Devan,,new_entity,no_candidate
715,N00033,Pushti Prakash,,new_entity,no_candidate
716,C02286,Omaja Sandhu,C02286,complete_match,customer_id
717,C01503,Amruta Dalal,C01503,complete_match,customer_id
718,C01952,Laban Shenoy,C01952,conflicting,customer_id
719,C00188,Aadhya Sheth,C00188,complete_match,customer_id
720,C01120,Yashica Behl,C01120,partial_match,customer_id
721,,Kalpit Khatri,,incomplete_match,no_candidate
722,C00800,Atharv Jani,C00800,complete_match,customer_id
723,N00270,Chakrika Thaman,,new_entity,no_candidate
724,N00091,Veda Bedi,,new_entity,no_candidate
725,C01500,Bimala Basu,C01500,complete_match,customer_id
726,,Matthew Gokhale,,incomplete_match,no_candidate
727,C00592,Chaaya Verma,C00592,partial_match,customer_id
728,C02046,Shaurya Shenoy,C02046,partial_match,customer_id
729,C00231,Lakshit Sangha,C00231,partial_match,customer_id
730,C02065,William Baria,C02065,complete_match,customer_id
731,,Vincent Barman,C02161,partial_match,name_city
732,,Onveer Merchant,C00079,partial_match,name_city
733,C02314,Tripti Prashad,C02314,partial_match,customer_id
734,C01472,Peter Jha,C01472,partial_match,customer_id
735,N00003,Raagini Ray,,new_entity,no_candidate
736,N00268,Anmol Bobal,,new_entity,no_candidate
737,C00351,Vasana Bose,C00351,complete_match,customer_id
738,,,C02801,partial_match,email
739,C00526,Nirja Manne,C00526,complete_match,customer_id
740,C02759,Zinal Narayanan,C02759,partial_match,customer_id
741,,Omya Kurian,,incomplete_match,no_candidate
742,,Harita Ganguly,C02419,partial_match,name_city
743,C02509,Siddharth Kari,C02509,partial_match,customer_id
744,C02466,Jai Raval,C02466,conflicting,customer_id
745,C00697,Sanaya Chada,C00697,complete_match,customer_id
746,,,,incomplete_match,no_candidate
747,C00339,Ishani Sandal,C00339,conflicting,customer_id
748,,QADIM ISSAC,C02756,partial_match,phone
749,C00703,Naksh Lad,C00703,complete_match,customer_id
750,C02858,Aarna Chakraborty,C02858,conflicting,customer_id
751,C02626,Maanas Dey,C02626,conflicting,customer_id
752,C02705,Pavani Sundaram,C02705,partial_match,customer_id
753,,Xalak Sani,,incomplete_match,no_candidate
754,C01663,Dhriti Gour,C01663,complete_match,customer_id
755,C00192,Faraj Patil,C00192,conflicting,customer_id
756,C02009,Geetika Hayer,C02009,partial_match,customer_id
757,N00240,Diya Ben,,new_entity,no_candidate
758,C00701,Amruta Bahri,C00701,conflicting,customer_id
759,,Pranav Batra,C01714,partial_match,name_city
760,C00571,Barkha Lanka,C00571,partial_match,customer_id
761,C01566,Yagnesh Dayal,C01566,partial_match,customer_id
762,C02246,Nisha Sengupta,C02246,partial_match,customer_id
763,C00556,Tanvi Shanker,C00556,partial_match,customer_id
764,C01038,Daniel Hegde,C01038,conflicting,customer_id
765,,Bachittar Sheth,,incomplete_match,no_candidate
766,N00119,Tara Sami,,new_entity,no_candidate
767,C02437,Pushti Ratta,C02437,conflicting,customer_id
768,C02854,Oni Dara,C02854,conflicting,customer_id
769,N00071,Isha Shah,,new_entity,no_candidate
770,C01129,Jeremiah Mukhopadhyay,C01129,complete_match,customer_id
771,N00264,Utkarsh Rau,,new_entity,no_candidate
772,C00877,Bhavini Seshadri,C00877,complete_match,customer_id
773,,madhav ganguly,C00858,partial_match,email
774,C01072,Yashica Mani,C01072,conflicting,customer_id
775,C02142,Nikita Subramaniam,C02142,partial_match,customer_id
776,N00098,Chandran Dar,,new_entity,no_candidate
777,,FALAK ARYA,C02826,partial_match,phone
778,C00633,Maanas Shah,C00633,partial_match,customer_id
779,C01966,Naksh Sengupta,C01966,complete_match,customer_id
780,C01436,Sachi Raman,C01436,partial_match,customer_id
781,C00711,Tanish Batta,C00711,complete_match,customer_id
782,C02569,Idika Tiwari,C02569,complete_match,customer_id
783,C02002,Frado Varghese,C02002,complete_match,customer_id
784,N00070,Aarav Shukla,,new_entity,no_candidate
785,C00095,Banjeet Mannan,C00095,partial_match,customer_id
786,,Avi Narayanan,,incomplete_match,no_candidate
787,,,,incomplete_match,no_candidate
788,C00356,Arunima Sani,C00356,partial_match,customer_id
789,,Harinakshi Prashad,C01322,partial_match,name_city
790,C01994,Ekavir Konda,C01994,conflicting,customer_id
791,C01468,Frederick Reddy,C01468,complete_match,customer_id
792,C01746,Agastya Venkatesh,C01746,partial_match,customer_id
793,C00113,Krishna Pant,C00113,complete_match,customer_id
794,N00258,Vasana Tella,,new_entity,no_candidate
795,N00078,Brinda Issac,,new_entity,no_candidate
796,C01237,Gautam Chauhan,C01237,partial_match,customer_id
797,C01904,Brinda Bala,C01904,conflicting,customer_id
798,C00372,Anya Dave,C00372,partial_match,customer_id
799,C00866,Ojasvi Cherian,C00866,partial_match,customer_id
800,,,,incomplete_match,no_candidate
801,N00161,Amruta Gade,,new_entity,no_candidate
802,,azad deol,C01648,partial_match,email
803,C00156,Azaan Khalsa,C00156,complete_match,customer_id
804,C02118,Kashvi Gill,C02118,complete_match,customer_id
805,C00905,Jagvi Ghose,C00905,partial_match,customer_id
806,N00062,Aadhya Subramanian,,new_entity,no_candidate
807,C00518,Sarthak Chad,C00518,partial_match,customer_id
808,C01287,Orinder Apte,C01287,complete_match,customer_id
809,C02039,Tanmayi Nadkarni,C02039,conflicting,customer_id
810,N00375,Jeevika Dutta,,new_entity,no_candidate
811,N00059,Vidhi Ratti,,new_entity,no_candidate
812,N00056,Mahika Sundaram,,new_entity,no_candidate
813,,yahvi goswami,C00469,partial_match,email
814,C01173,Ekaraj Wable,C01173,partial_match,customer_id
815,C02152,Shivansh Bir,C02152,complete_match,customer_id
816,C02837,Saumya Merchant,C02837,partial_match,customer_id
817,C01414,Logan Rajagopalan,C01414,conflicting,customer_id
818,C00241,Aashi Ghosh,C00241,partial_match,customer_id
819,C01408,Rachita Baria,C01408,conflicting,customer_id
820,C02958,Abha Gokhale,C02958,partial_match,customer_id
821,C01389,Ekaraj Dass,C01389,complete_match,customer_id
822,C00142,Xiti Sami,C00142,complete_match,customer_id
823,,,,incomplete_match,no_candidate
824,N00326,Avni Raghavan,,new_entity,no_candidate
825,C01193,Dakshesh Minhas,C01193,complete_match,customer_id
826,C00146,Xavier Golla,C00146,complete_match,customer_id
827,C00541,Dalbir Kakar,C00541,conflicting,customer_id
828,,Vansha Raja,,incomplete_match,no_candidate
829,C00248,Ishanvi Mishra,C00248,conflicting,customer_id
830,N00201,Ati Sama,,new_entity,no_candidate
831,C00890,Samar Swaminathan,C00890,complete_match,customer_id
832,N00021,Anirudh Lanka,,new_entity,no_candidate
833,C02903,Dhruv Swaminathan,C02903,complete_match,customer_id
834,C01045,Fariq Butala,C01045,complete_match,customer_id
835,C01690,Anmol Deep,C01690,complete_match,customer_id
836,,,C00168,partial_match,email
837,,Qadim Sura,,incomplete_match,no_candidate
838,C02408,Hemangini Baria,C02408,complete_match,customer_id
839,C00128,Pranav Cheema,C00128,complete_match,customer_id
840,C02059,Yochana Pathak,C02059,conflicting,customer_id
841,N00079,Alexander Merchant,,new_entity,no_candidate
842,C01384,Aishani Ram,C01384,complete_match,customer_id
843,N00283,Kashvi Din,,new_entity,no_candidate
844,C02375,Ubika Bahl,C02375,conflicting,customer_id
845,C00664,Garima Varkey,C00664,partial_match,customer_id
846,C00477,Ijaya Sane,C00477,conflicting,customer_id
847,C00279,Hiral Kata,C00279,partial_match,customer_id
848,C01783,Qabil Chana,C01783,partial_match,customer_id
849,C01843,Nilima Dugar,C01843,complete_match,customer_id
850,N00210,Eta Sane,,new_entity,no_candidate
851,C00386,Nicholas Gokhale,C00386,complete_match,customer_id
852,N00006,Chandresh Bhatt,,new_entity,no_candidate
853,C02011,Mohammed Mammen,C02011,conflicting,customer_id
854,C02371,Lajita Sahni,C02371,conflicting,customer_id
855,,,C02025,partial_match,email
856,C01312,Jack Dora,C01312,complete_match,customer_id
857,C01525,Nirja Sanghvi,C01525,conflicting,customer_id
858,C02331,Anita Sen,C02331,conflicting,customer_id
859,,Jyoti Suresh,C02395,partial_match,name_city
860,N00011,Tejas Misra,,new_entity,no_candidate
861,C01564,Yagnesh Srinivasan,C01564,partial_match,customer_id
862,,,,incomplete_match,no_candidate
863,C02661,Ishani Bir,C02661,complete_match,customer_id
864,C01235,Daniel Dave,C01235,partial_match,customer_id
865,N00259,Ishaan Shanker,,new_entity,no_candidate
866,C00749,Rudra Naik,C00749,conflicting,customer_id
867,N00136,Caleb Desai,,new_entity,no_candidate
868,C01189,Chaitaly Taneja,C01189,complete_match,customer_id
869,C02798,Nakul Radhakrishnan,C02798,conflicting,customer_id
870,N00192,Ranveer Wali,,new_entity,no_candidate
871,C02907,Adya Palla,C02907,conflicting,customer_id
872,C02047,Ekansh Wagle,C02047,complete_match,customer_id
873,C01161,Reva Puri,C01161,conflicting,customer_id
874,,keya hayre,C00014,partial_match,email
875,C01247,Divya Naidu,C01247,complete_match,customer_id
876,N00301,Ishani Taneja,,new_entity,no_candidate
877,N00148,Jalsa Sankaran,,new_entity,no_candidate
878,C01534,Hemang Garg,C01534,complete_match,customer_id
879,,,C01978,partial_match,email
880,C00687,Advay Sachdev,C00687,partial_match,customer_id
881,C02129,Ekta Konda,C02129,partial_match,customer_id
882,C01748,Eshana Chaudhuri,C01748,complete_match,customer_id
883,C02335,Nidra Dua,C02335,partial_match,customer_id
884,C00066,Ayushman Bajwa,C00066,complete_match,customer_id
885,C02455,Yoshita Mohan,C02455,partial_match,customer_id
886,,ISHITA CHAHAL,C02473,partial_match,phone
887,C01655,Kabir Banerjee,C01655,conflicting,customer_id
888,N00125,Robert Sane,,new_entity,no_candidate
889,C00061,Anirudh Basak,C00061,conflicting,customer_id
890,C00020,Ria Sabharwal,C00020,partial_match,customer_id
891,C02632,Jagdish Hegde,C02632,complete_match,customer_id
892,,,,incomplete_match,no_candidate
893,,,,incomplete_match,no_candidate
894,,Faraj Patil,,incomplete_match,no_candidate
895,N00029,Caleb Mammen,,new_entity,no_candidate
896,N00214,Gopal Maharaj,,new_entity,no_candidate
897,C02003,Kevin Sawhney,C02003,complete_match,customer_id
898,,DAYITA ANNE,C00449,partial_match,phone
899,N00233,Yug Rajagopal,,new_entity,no_candidate
900,,Nikita Som,,incomplete_match,no_candidate
901,N00353,Nidra Padmanabhan,,new_entity,no_candidate
902,C00036,Bhanumati Dave,C00036,partial_match,customer_id
903,,Alexander Bajwa,C01930,partial_match,name_city
904,C01883,Quincy Chada,C01883,conflicting,customer_id
905,N00004,Aarav Suresh,,new_entity,no_candidate
906,N00142,Nandini Bhandari,,new_entity,no_candidate
907,C01600,Liam Panchal,C01600,conflicting,customer_id
908,N00027,Ronith Chander,,new_entity,no_candidate
909,C01070,Rachana Batra,C01070,conflicting,customer_id
910,C02463,Sneha Keer,C02463,complete_match,customer_id
911,N00263,Anmol Kakar,,new_entity,no_candidate
912,,Zaid Shukla,C02237,partial_match,name_city
913,N00271,Bhavya Kalla,,new_entity,no_candidate
914,C00669,Chakrika Chaudry,C00669,partial_match,customer_id
915,N00126,Laban Banerjee,,new_entity,no_candidate
916,C00884,Vedant Merchant,C00884,conflicting,customer_id
917,C01531,Pranav Anand,C01531,complete_match,customer_id
918,C00698,Nihal Suresh,C00698,conflicting,customer_id
919,C01294,Isha Devi,C01294,partial_match,customer_id
920,N00178,Eta Chaudhari,,new_entity,no_candidate
921,C01703,Harish Bhalla,C01703,partial_match,customer_id
922,C01353,Jeevika Ravi,C01353,complete_match,customer_id
923,,Indrajit Kant,,incomplete_match,no_candidate
924,,Henry Mander,C00565,partial_match,name_city
925,C00587,Timothy Sama,C00587,conflicting,customer_id
926,,Zayyan Sarma,,incomplete_match,no_candidate
927,N00198,Om Grover,,new_entity,no_candidate
928,C00028,Pranit Mangat,C00028,conflicting,customer_id
929,C00613,Dhruv Bhargava,C00613,complete_match,customer_id
930,N00197,Raksha Goswami,,new_entity,no_candidate
931,,Bina Raval,,incomplete_match,no_candidate
932,C02160,Daniel Raval,C02160,complete_match,customer_id
933,C01105,Siya Chacko,C01105,conflicting,customer_id
934,N00121,Manan Ganesh,,new_entity,no_candidate
935,,Dayita Anne,,incomplete_match,no_candidate
936,C00933,Arin Chanda,C00933,partial_match,customer_id
937,,,C00371,partial_match,email
938,C02608,Alka Narayanan,C02608,partial_match,customer_id
939,C02743,Barkha Varty,C02743,partial_match,customer_id
940,N00143,Vivaan Sekhon,,new_entity,no_candidate
941,N00315,Adya Tak,,new_entity,no_candidate
942,C02574,Ekantika Chakrabarti,C02574,complete_match,customer_id
943,C01238,Dev Mammen,C01238,conflicting,customer_id
944,N00357,Gunbir Narayanan,,new_entity,no_candidate
945,,Zansi Ganesan,C00224,partial_match,name_city
946,C00283,Bishakha Chaudhry,C00283,conflicting,customer_id
947,C01082,Shivani Dhillon,C01082,conflicting,customer_id
948,C02445,Pratyush Balasubramanian,C02445,complete_match,customer_id
949,N00234,Zaitra Narula,,new_entity,no_candidate
950,C02047,Ekansh Wagle,C02047,partial_match,customer_id
951,C02989,Lila Om,C02989,partial_match,customer_id
952,C01291,Ekaraj Chacko,C01291,complete_match,customer_id
953,C01774,Gopal Talwar,C01774,partial_match,customer_id
954,C00003,Daksha Pai,C00003,partial_match,customer_id
955,,Jeremiah Mukhopadhyay,,incomplete_match,no_candidate
956,N00225,Sudiksha Apte,,new_entity,no_candidate
957,C00042,Matthew Gokhale,C00042,partial_match,customer_id
958,C01494,Krishna Das,C01494,partial_match,customer_id
959,C02291,Azad Aurora,C02291,partial_match,customer_id
960,C00468,Timothy Magar,C00468,partial_match,customer_id
961,C00606,Rayaan Mohan,C00606,partial_match,customer_id
962,C01920,Inaya Kulkarni,C01920,complete_match,customer_id
963,,,C00576,partial_match,email
964,C00138,Vihaan Dass,C00138,conflicting,customer_id
965,,Eesha Bains,C01981,partial_match,name_city
966,,Qushi Naidu,C02571,partial_match,name_city
967,C02406,Ekiya Agate,C02406,complete_match,customer_id
968,C01542,Harshil Dass,C01542,partial_match,customer_id
969,N00294,Anvi Patla,,new_entity,no_candidate
970,C02272,Amrita Sampath,C02272,complete_match,customer_id
971,C02663,Mohini Kamdar,C02663,complete_match,customer_id
972,,,,incomplete_match,no_candidate
973,C01293,Nimrat Baria,C01293,partial_match,customer_id
974,C02783,Pranit Yogi,C02783,partial_match,customer_id
975,N00257,Kavya Shenoy,,new_entity,no_candidate
976,,Chandran Swamy,,incomplete_match,no_candidate
977,C00879,Chaitanya Gole,C00879,complete_match,customer_id
978,N00037,Bachittar Sarin,,new_entity,no_candidate
979,N00102,Maanav Aggarwal,,new_entity,no_candidate
980,,,,incomplete_match,no_candidate
981,C02022,Abeer Prashad,C02022,partial_match,customer_id
982,C02527,Ekaraj Sami,C02527,partial_match,customer_id
983,C00346,Jackson Agrawal,C00346,partial_match,customer_id
984,C02698,Bahadurjit Jhaveri,C02698,conflicting,customer_id
985,C02479,Ucchal More,C02479,complete_match,customer_id
986,C02434,Nikita Som,C02434,complete_match,customer_id
987,C02821,Yahvi Natarajan,C02821,complete_match,customer_id
988,C00887,Siddharth Rao,C00887,complete_match,customer_id
989,,,C02442,partial_match,email
990,N00221,Gagan Varty,,new_entity,no_candidate
991,C01254,Janaki Bhavsar,C01254,complete_match,customer_id
992,C02473,Ishita Chahal,C02473,partial_match,customer_id
993,,Om Pandya,,incomplete_match,no_candidate
994,C00071,Qarin Dada,C00071,complete_match,customer_id
995,,,,incomplete_match,no_candidate
996,,Hemal Boase,C00024,partial_match,name_city
997,C01529,Kevin Mannan,C01529,complete_match,customer_id
998,C01304,Yochana Choudhary,C01304,complete_match,customer_id
999,N00117,Keya Chakrabarti,,new_entity,no_candidate
1000,,Chandani Deo,,incomplete_match,no_candidate
1001,C01556,Daniel Badal,C01556,partial_match,customer_id
1002,N00298,Hema Dalal,,new_entity,no_candidate
1003,C02770,Neel Tak,C02770,partial_match,customer_id
1004,C02180,Aryan Trivedi,C02180,conflicting,customer_id
1005,C00951,Tanay Kashyap,C00951,partial_match,customer_id
1006,C02145,Oscar Wali,C02145,partial_match,customer_id
1007,N00156,Aishani Prakash,,new_entity,no_candidate
1008,C00766,Kritika Sule,C00766,complete_match,customer_id
1009,C02716,Eshana Sandal,C02716,partial_match,customer_id
1010,C00583,Qabil Swaminathan,C00583,conflicting,customer_id
1011,C02556,Meera Kale,C02556,complete_match,customer_id
1012,C00994,Qadim Chakraborty,C00994,partial_match,customer_id
1013,C02728,Lucky Deep,C02728,complete_match,customer_id
1014,C00331,Yochana Wason,C00331,complete_match,customer_id
1015,C02760,Arin Hora,C02760,conflicting,customer_id
1016,C01700,Michael Barad,C01700,conflicting,customer_id
